food_id,food_name,category,calories_kcal,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,sodium_mg,potassium_mg,vitamin_c_mg,iron_mg,calcium_mg,water_content_pct,glycemic_index,serving_size_g,country_of_origin,data_source,year_recorded
3618,Almonds,Vegetables,763.7,4.98,33.97,109.56,9.22,50.22,437.1,71.4,69.2,15.22,259.2,22.1,96.0,53.0,Brazil,OpenFoodFacts,2019
2380,Sweet Potato (ML),Dairy,722.6,4.55,72.07,29.06,17.98,,453.0,535.2,7.98,17.23,30.9,76.2,94.0,166.7,UK,FAO,2023
2442,Egg,Legumes,496.7,3.85,49.15,83.25,9.06,31.16,72.1,236.5,96.3,,116.7,80.0,69.0,298.9,UK,NutritionData.self.com,2021
397,Turkey Breast,Nuts & Seeds,775.4,4.71,40.43,43.81,2.35,39.21,1671.7,225.1,54.03,19.98,156.8,52.0,94.0,39.6,China,OpenFoodFacts,2019
3689,Garlic,Vegetables,78.2,11.23,23.28,56.13,1.15,26.6,1665.9,966.6,34.99,14.53,436.7,30.9,18.0,206.7,China,OpenFoodFacts,2019
2513,Pineapple (FU),Proteins,414.5,1.23,12.62,,19.66,20.33,1325.4,1154.3,97.79,11.35,264.1,2.2,9.0,269.0,Germany,USDA,2022
1813,Corn (VO),PROTEINS,253.2,,15.51,108.7,6.65,47.87,204.2,908.1,67.89,0.42,104.5,93.7,107.0,67.3,China,USDA,2021
2941,Sweet Potato,Seafood,,18.24,22.61,77.33,6.48,10.52,1210.0,1.7,141.54,9.74,127.0,56.4,17.0,173.2,Canada,NutritionData.self.com,2023
3686,Kale (MS),Nuts & Seeds,517.9,29.32,14.35,13.01,5.53,9.26,1685.5,245.1,163.92,16.88,73.4,15.5,72.0,118.7,India,FAO,2020
817,Pasta,Legumes,540.3,6.11,71.18,85.56,9.58,42.58,,319.6,18.68,7.5,224.2,36.0,43.0,35.0,Canada,USDA,2023.
1573,Strawberry,Dairy,668.4,,6.96,107.5,13.04,46.19,,892.9,29.45,4.58,117.1,38.1,78.0,277.5,Nigeria,FAO,2021
3164,White Rice (KE),Nuts & Seeds,462.3,24.1,7.92,93.99,14.31,16.59,1564.1,693.9,34.78,18.11,143.1,30.0,34.0,292.6,Germany,OpenFoodFacts,2019
1801,Sweet Potato,Proteins,861.7,2.95,14.17,64.89,11.97,46.88,974.0,100.5,63.42,8.9,,75.4,45.0,171.0,Nigeria,NutritionData.self.com,2018
4075,Cheddar Cheese (LY),Grains,620.6,18.56,11.69,51.5,12.6,36.81,1832.5,710.6,,6.43,107.1,71.0,60.0,107.8,Germany,OpenFoodFacts,2024
3734,Peas,Legumes,461.3,22.76,63.13,,15.66,,1791.9,757.1,132.37,4.79,136.9,55.8,64.0,161.8,Australia,OpenFoodFacts,2020
2463,Brown Rice,dairy ,568.6,45.7,79.21,,16.26,,211.2,1039.2,7.61,17.88,,96.1,73.0,254.9,Canada,NutritionData.self.com,2020
4460,Greek Yogurt,Fruits,502.8,,61.6,10.99,13.48,21.75,,1000.4,100.87,1.88,144.1,84.9,38.0,30.4,Germany,Kaggle FoodDB,2023
3668,Salmon,Legumes,161.4,,22.79,119.72,4.63,58.12,647.4,1044.5,3.11,3.99,281.6,79.0,87.0,158.5,USA,NutritionData.self.com,2019
2593,Garlic,Proteins,506.2,36.27,31.01,27.52,,18.29,1922.0,394.4,171.09,15.03,64.2,48.8,29.0,190.7,Canada,USDA,2024
2485,Turkey Breast (HF),Fruits,427.2,20.24,59.11,104.14,13.36,47.61,56.3,809.5,162.26,2.49,38.7,88.4,25.0,240.6,Brazil,Kaggle FoodDB,2020
3222,ALMONDS,Proteins,162.0,,78.55,80.56,6.83,3.72,1619.9,713.1,55.45,,172.0,6.7,39.0,202.7,Nigeria,OpenFoodFacts,2023
3376,Mango,Grains,704.7,19.47,45.37,118.68,10.8,18.53,1935.7,716.7,22.32,13.72,1.3,28.3,83.0,297.0,UK,FAO,2018
555,Celery (GD),Grains,791.5,41.77,60.0,41.86,8.19,6.64,14.1,297.8,105.87,11.11,,68.7,83.0,89.3,Nigeria,FAO,2021
1160,Spinach,Seafood,45.7,41.82,53.77,23.74,,31.36,1120.2,250.5,14.77,19.45,251.3,69.4,27.0,29.5,Germany,FAO,2021
1214,CORN,Seafood,719.4,17.6,3.52,51.37,16.2,0.81,235.6,1033.0,31.24,10.97,,51.6,30.0,134.1,UK,FAO,2022
4077,Black Beans,legumes,397.6,39.23,47.44,112.46,3.51,7.07,807.4,531.5,78.43,2.48,281.8,33.0,16.0,13.2,Canada,OpenFoodFacts,2020
3837,Tofu,Proteins,840.6,25.2,77.04,4.82,6.19,17.5,74.1,580.1,183.1,,490.1,83.6,48.0,120.4,UK,USDA,2021
2464,Avocado,Nuts & Seeds,521.1,18.48,62.22,8.09,6.75,42.92,881.0,388.1,88.32,16.91,,45.2,46.0,77.7,China,USDA,2024
2520,Almonds,Proteins,656.0,2.91,48.33,57.41,15.45,24.69,837.5,813.2,54.59,12.95,23.8,95.4,51.0,104.5,Mexico,OpenFoodFacts,2022
701,Beef (Lean),Grains,488.7,14.81,14.75,35.84,17.63,43.55,1698.6,166.9,178.95,4.18,324.0,5.8,83.0,139.6,Canada,FAO,2023
4239,Bell Pepper,Proteins,637.9,24.86,40.78,109.76,19.03,28.76,776.8,814.8,123.31,8.57,402.3,7.0,94.0,126.6,India,USDA,2024
3272,Lamb,Grains,28.8,5.49,26.15,,1.16,14.53,,1168.9,96.72,13.97,472.3,70.1,66.0,16.5,Nigeria,OpenFoodFacts,2018
3529,Corn,Vegetables,871.6,34.03,43.82,62.28,6.53,31.63,640.9,420.0,180.93,3.23,152.9,83.6,17.0,269.6,India,USDA,2023
1456,Bread (Whole Wheat),Proteins,,9.64,8.06,118.62,0.65,37.52,1790.4,670.8,181.04,8.42,187.0,91.7,32.0,275.1,Australia,NutritionData.self.com,2024
4327,Egg (WE),Vegetables,39.4,37.78,32.87,1.65,14.05,14.95,1684.6,884.7,7.82,18.75,46.7,94.8,46.0,157.5,Nigeria,Kaggle FoodDB,2020
2672,Carrot,seafood,,28.11,7.54,85.35,15.62,49.55,1095.9,130.5,27.25,0.99,376.9,71.3,11.0,160.1,Nigeria,Kaggle FoodDB,2019
3033,Olive Oil (WE),Proteins,680.8,,33.64,84.06,2.93,,1380.3,147.9,37.14,9.83,413.5,59.0,79.0,250.5,UK,FAO,2019
867,Salmon (LB),Dairy,156.6,36.64,3.09,,,10.79,1359.3,890.3,97.26,2.26,,8.7,74.0,145.7,Australia,NutritionData.self.com,2022
1645,Mushroom,Proteins,98.4,13.46,21.56,59.8,,6.53,,246.5,111.17,17.05,437.3,67.7,20.0,35.1,India,OpenFoodFacts,2022
3008,Cucumber,Fruits,30.7,12.94,77.25,111.69,18.53,56.84,1289.2,359.8,80.35,12.81,7.8,8.4,28.0,47.9,Brazil,OpenFoodFacts,2022
3103,Olive Oil (DF),Vegtables,824.8,,16.07,16.53,15.04,23.22,1230.8,203.5,72.58,12.96,377.3,25.7,1.0,219.7,India,Kaggle FoodDB,2021
1491,Almonds,Proteins,229.0,30.23,75.23,3.7,13.39,31.45,,293.8,31.24,11.16,,45.0,107.0,231.1,Brazil,NutritionData.self.com,2019
2315,Cottage Cheese (BJ),Seafood,893.7,3.41,54.74,61.13,19.7,1.41,10.9,596.4,100.04,8.27,85.9,81.2,57.0,128.7,India,NutritionData.self.com,2019
730,Lamb,Legumes,164.0,46.19,50.72,,10.05,47.83,1097.3,992.0,103.82,2.7,120.7,40.3,42.0,223.9,India,FAO,2021
2893,Garlic,Proteins,698.6,40.1,13.39,112.95,13.07,3.57,1858.9,1138.9,143.92,15.94,394.8,64.0,47.0,19.9,India,OpenFoodFacts,2020.
3041,Bell Pepper (PM),Fruits,177.8,48.99,34.22,65.65,19.31,1.39,1827.0,1078.9,47.42,4.29,171.4,30.8,88.0,235.0,USA,NutritionData.self.com,2024
1937,Milk (Whole),Fruits,257.4,15.93,63.38,29.66,9.79,44.14,1693.2,679.8,164.07,5.79,437.4,86.0,90.0,77.3,Australia,OpenFoodFacts,2024
1111,Carrot,Dairy,737.9,48.83,51.33,47.76,,49.6,443.1,498.7,17.3,1.92,276.0,88.0,46.0,143.2,China,FAO,2024
4195,Oats,Seafood,564.9,41.88,7.9,,19.25,19.95,264.4,619.2,151.61,,142.3,72.7,62.0,94.6,Australia,USDA,2020
4611,Peanut Butter,Dairy,318.5,35.02,31.27,6.36,12.99,31.24,1342.8,646.9,132.84,3.63,449.2,83.1,9.0,157.3,Germany,NutritionData.self.com,2018
1186,Pineapple,Nuts & Seeds,844.8,40.15,79.22,82.05,3.22,16.36,799.0,791.3,101.38,16.9,231.0,81.6,10.0,196.0,China,USDA,2021.
2008,Broccoli,dairy ,703.5,0.11,69.58,45.74,18.14,44.99,1412.1,756.9,129.95,3.84,46.8,3.2,81.0,135.4,UK,NutritionData.self.com,2018
194,Mushroom,fruits,577.1,,71.09,,,11.57,1775.1,157.1,152.4,15.73,324.0,0.7,11.0,105.8,Mexico,FAO,2019
1516,Chicken Breast,Fruits,,11.72,50.22,65.63,9.65,44.15,42.5,464.7,149.5,11.61,370.6,43.5,29.0,283.9,Australia,FAO,2022
579,SHRIMP (NP),Vegetables,453.1,45.6,10.19,95.36,9.95,36.16,,586.7,,11.7,,74.8,14.0,61.3,Mexico,Kaggle FoodDB,2018
2124,Apple,Nuts & Seeds,387.6,43.99,77.92,96.05,15.56,46.04,856.1,649.1,5.36,12.49,425.2,18.7,75.0,16.9,Mexico,FAO,2023
1430,Tofu,Grains,783.8,29.58,38.02,71.64,8.21,29.2,500.8,870.2,114.76,4.23,437.2,8.1,64.0,237.4,Australia,OpenFoodFacts,2023
3828,Turkey Breast,Vegetables,444.3,16.52,5.93,99.46,13.39,55.44,816.3,756.1,160.21,6.29,102.8,13.5,30.0,245.5,Australia,USDA,2019
1379,Salmon,Dairy,336.1,48.4,18.22,63.51,12.93,58.75,424.6,208.3,197.89,19.38,23.9,18.0,95.0,158.1,China,Kaggle FoodDB,2019
1847,Carrot,Legumes,126.9,20.87,72.24,96.77,8.41,50.27,558.9,381.9,113.86,12.49,67.3,74.1,57.0,144.4,Brazil,FAO,2023
132,TUNA (CANNED),Nuts & Seeds,215.5,-1.0,18.59,118.18,,56.78,89.9,923.9,63.87,6.27,35.2,28.9,62.0,284.9,USA,USDA,2024
179,Salmon  ,Seafood,844.3,26.96,50.13,62.84,6.32,28.12,1125.2,289.8,50.3,13.76,443.4,10.8,2.0,190.1,India,USDA,2018
4606,Strawberry (JY),Nuts & Seeds,809.4,38.72,68.23,43.03,,51.61,587.6,730.3,,18.38,459.8,15.9,9.0,102.3,Brazil,FAO,2021
4906,Mushroom (OT),Oils,162.3,19.63,64.71,51.84,15.38,,395.6,909.6,32.12,14.06,303.3,96.2,41.0,24.6,USA,FAO,2021
2684,Lamb (DE),Grains,353.6,24.17,16.83,14.27,,55.68,436.4,883.9,192.98,9.99,9.6,21.8,29.0,24.3,UK,Kaggle FoodDB,2018
2526,Oats,Fruits,265.3,30.67,47.33,66.58,1.46,57.24,1725.4,730.2,57.76,2.25,376.3,51.9,4.0,230.5,Mexico,Kaggle FoodDB,2023
4982,Olive Oil (ZC)  ,Grains,233.3,30.21,27.53,56.1,5.74,23.27,444.0,126.4,26.3,2.14,,44.3,20.0,26.2,Australia,Kaggle FoodDB,2023
2074,Tofu,Vegetables,792.5,3.81,76.63,38.59,0.07,40.2,1906.5,909.5,136.92,2.54,492.5,25.5,49.0,128.1,Brazil,NutritionData.self.com,2024
659,Black Beans,Dairy,,48.14,35.69,,4.97,5.6,1396.1,3.9,133.46,11.01,381.9,95.7,18.0,197.1,China,Kaggle FoodDB,2023
1897,Cheddar Cheese,oils,,40.35,5.36,8.25,1.45,4.88,1288.7,827.5,149.79,18.38,,32.1,13.0,258.9,Nigeria,NutritionData.self.com,2022
3536,Shrimp (IH),Fruits,,16.26,20.14,61.34,4.76,30.53,1869.7,1120.0,171.26,2.15,207.9,86.9,36.0,27.1,Mexico,OpenFoodFacts,2022
3307,Black Beans (KQ),Seafood,-999.0,9.01,43.28,60.49,19.76,24.6,1844.8,970.0,26.04,12.58,362.4,62.1,91.0,57.8,Brazil,FAO,2020
343,Avocado,Oils,172.4,4.66,11.36,32.72,8.83,22.81,1117.5,32.1,185.47,11.78,88.3,76.7,54.0,286.3,UK,NutritionData.self.com,2019
3144,APPLE,Seafood,493.7,18.76,7.33,36.56,17.85,11.13,,135.0,29.23,0.18,320.1,74.7,55.0,115.4,Germany,FAO,2023
728,Chicken Breast (AB),PROTEINS,719.8,4.97,36.46,86.76,4.64,,190.0,458.1,101.14,12.76,,86.5,11.0,292.4,Germany,Kaggle FoodDB,2020
4033,Orange (EU),Oils,91.5,18.26,71.05,111.23,2.9,28.13,566.3,387.8,17.03,,380.6,31.8,47.0,249.6,Mexico,NutritionData.self.com,2020.
977,Milk (Whole),Grains,543.7,-1.0,75.0,56.05,2.04,,723.4,53.0,162.36,6.88,246.6,18.5,73.0,217.6,Germany,Kaggle FoodDB,2019
2169,PEANUT BUTTER (DA),Dairy,615.0,13.19,44.27,99.9,3.1,26.55,675.2,1153.5,152.39,,82.4,50.6,41.0,237.8,Brazil,OpenFoodFacts,2019
4723,Zucchini,Vegetables,199.7,35.73,28.37,59.23,9.55,33.84,1246.1,319.8,128.54,16.95,119.3,27.1,71.0,114.2,Mexico,NutritionData.self.com,2022
1929,Brown Rice,Oils,,34.93,37.27,7.59,9.66,,1397.1,789.0,30.29,1.44,402.9,9.2,20.0,291.4,Mexico,FAO,2022
4579,Lamb,Dairy,879.4,2.64,11.26,41.77,1.87,3.9,431.4,27.8,196.04,7.87,416.3,15.7,7.0,123.3,Germany,OpenFoodFacts,2024.
4797,Lentils  ,Legumes,164.6,,23.19,,17.79,54.09,530.4,693.0,11.56,10.54,119.8,32.1,93.0,150.6,USA,USDA,2021
1300,Strawberry (MC),Dairy,641.7,15.64,17.12,78.74,8.23,28.19,677.0,179.5,26.08,5.4,352.3,94.0,58.0,83.4,Brazil,USDA,2019.
3363,Watermelon,Vegetables,629.3,,28.49,43.08,4.53,57.26,1110.9,500.1,82.11,,32.7,83.6,39.0,244.7,India,FAO,2024
4740,Beef (Lean),Legumes,566.8,31.93,28.58,45.32,13.1,29.61,987.7,1015.3,,2.08,172.8,69.9,92.0,239.7,Australia,FAO,2020
661,Celery  ,Vegtables,333.4,9.29,37.64,36.13,14.69,19.42,1896.5,1039.9,109.3,,381.9,46.9,96.0,61.3,Australia,FAO,2021
1791,Cottage Cheese (EV),Legumes,152.1,41.31,65.46,70.03,13.38,42.18,1436.1,209.0,42.83,7.15,262.7,96.2,35.0,292.7,USA,NutritionData.self.com,2024
2687,Tofu (HO),Legumes,129.4,,51.17,18.81,9.09,42.37,,495.6,54.54,19.94,188.8,57.2,61.0,32.6,UK,FAO,2018
4332,Quinoa,legumes,136.3,38.31,10.58,103.14,3.92,21.46,174.8,620.9,,18.44,175.4,31.1,65.0,287.0,USA,OpenFoodFacts,2020
3173,Carrot,Fruits,160.4,,30.99,21.45,14.82,56.95,1037.8,737.9,,1.47,372.8,62.4,93.0,158.6,USA,OpenFoodFacts,2022.
2331,Banana,Vegetables,246.7,10.84,49.04,87.96,16.54,4.21,1739.7,828.6,144.08,18.06,353.0,31.8,35.0,227.8,UK,OpenFoodFacts,2021
3254,Mushroom (TN),Proteins,123.1,31.17,,55.61,,,,353.3,,0.07,447.0,1.1,84.0,32.0,India,USDA,2019
2878,Carrot,Proteins,200.1,19.41,53.3,31.46,13.91,30.84,279.0,513.9,36.37,,277.1,81.9,63.0,219.8,China,NutritionData.self.com,2019
3834,Apple,Nuts & Seeds,358.5,25.63,,105.61,0.93,30.2,532.8,568.7,0.29,19.92,,17.6,28.0,118.0,Mexico,Kaggle FoodDB,2022
3403,Spinach (TT),Nuts & Seeds,899.0,29.21,29.23,118.33,10.63,17.66,,75.4,184.8,14.23,48.1,29.9,60.0,55.7,Australia,USDA,2020
1279,Shrimp,Vegetables,145.4,42.2,65.34,21.19,4.15,45.21,1746.0,279.4,173.29,16.99,325.5,7.8,66.0,99.9,UK,Kaggle FoodDB,2023
3274,Brown Rice,Proteins,491.4,29.49,48.1,93.87,15.95,11.71,1520.7,1107.4,127.99,5.63,368.3,65.1,105.0,251.2,China,FAO,2022
1622,Strawberry  ,Fruits,72.9,20.38,21.92,97.77,3.88,13.08,1981.8,1058.7,4.24,16.97,403.2,61.6,73.0,203.2,Brazil,Kaggle FoodDB,2021
3215,Black Beans,Fruits,222.0,19.04,2.58,82.63,9.99,2.26,1587.0,436.8,75.33,14.44,364.1,34.9,N/A,116.2,Brazil,Kaggle FoodDB,2023
3015,White Rice,Grains,566.7,33.89,76.72,24.97,3.19,52.91,1217.8,829.6,133.62,,204.8,57.4,8.0,31.9,India,Kaggle FoodDB,2018
68,Pasta,Grains,,16.88,60.17,74.13,12.79,54.39,550.2,296.5,,8.23,494.2,55.9,N/A,197.3,India,NutritionData.self.com,2020
2749,Black Beans,Grains,733.8,15.2,14.05,15.19,7.97,51.75,735.2,307.0,107.46,16.11,130.8,35.4,36.0,156.0,India,Kaggle FoodDB,2020
2278,Blueberries,Nuts & Seeds,465.5,4.82,48.12,89.53,19.94,24.35,1098.1,31.0,127.32,14.27,495.5,14.5,5.0,161.1,India,FAO,2023
4041,Chicken Breast,Oils,782.2,7.35,2.08,84.98,8.54,46.8,1408.0,568.8,61.21,14.74,394.7,67.5,90.0,89.4,Germany,FAO,2019
821,Green Beans,Seafood,726.5,42.16,39.52,8.22,18.5,,,565.4,0.37,18.65,315.1,61.9,82.0,221.9,UK,NutritionData.self.com,2022
1227,Carrot,Vegetables,369.9,6.16,,17.25,9.02,53.68,,856.9,100.97,9.52,203.0,18.8,19.0,136.8,Brazil,Kaggle FoodDB,2024
4136,Almonds,seafood,34.3,27.66,24.71,74.15,5.47,39.67,685.3,246.0,128.23,19.39,395.4,57.1,69.0,63.8,Nigeria,Kaggle FoodDB,2024
4320,Bread (Whole Wheat) (QT),Vegetables,474.3,36.3,6.39,119.54,13.2,30.46,930.4,458.4,189.62,19.69,241.3,19.1,10.0,38.4,UK,NutritionData.self.com,2022
2790,Banana (JR),Nuts & Seeds,895.4,29.11,28.74,33.31,18.53,,1816.9,696.4,188.48,0.95,196.5,51.8,108.0,270.1,India,NutritionData.self.com,2018
4624,Lamb,Fruits,627.5,37.11,71.1,97.13,18.27,34.33,1790.8,1017.6,83.98,3.62,374.4,93.8,50.0,122.9,Brazil,USDA,2023
4597,Tomato  ,Oils,675.8,24.94,74.88,119.75,10.04,7.76,1761.1,1077.2,6.08,6.01,359.4,2.0,N/A,181.0,USA,FAO,2019
4404,Black Beans,Seafood,335.2,15.12,,,,58.73,552.7,1124.9,128.41,8.11,173.4,74.2,14.0,57.2,Mexico,USDA,2020
3569,Black Beans,Fruits,703.8,,76.26,,13.6,36.98,1770.3,96.3,188.98,7.33,419.5,48.0,63.0,186.7,India,USDA,2019
1144,Black Beans,Vegetables,517.8,43.81,61.72,115.75,11.5,52.36,356.6,39.4,112.76,16.87,314.4,9.5,109.0,246.2,Germany,OpenFoodFacts,2024
398,Turkey Breast,Oils,397.5,22.95,51.82,96.27,8.34,25.15,1179.6,960.4,132.19,8.11,124.4,92.4,73.0,57.8,Canada,OpenFoodFacts,2019
3097,Watermelon,Oils,879.8,4.24,13.13,4.26,8.67,16.45,607.9,664.2,38.62,16.01,141.5,38.3,41.0,75.7,Brazil,FAO,2022
4436,Black Beans,Grainss,266.9,14.89,28.28,92.98,1.92,,1624.8,4.7,154.77,5.84,186.7,75.4,87.0,119.2,Canada,Kaggle FoodDB,2020
2940,Black Beans (EE),Seafood,57.3,23.82,22.82,,8.16,15.32,1002.5,895.8,70.93,4.37,498.0,50.3,76.0,74.5,China,FAO,2022
1399,Cucumber (KN),Seafood,563.1,22.09,25.83,5.46,16.96,38.27,,612.9,20.71,14.56,386.0,34.9,33.0,163.8,Nigeria,USDA,2022
1660,Cheddar Cheese,Vegetables,413.5,14.88,23.9,2.97,15.03,13.37,,43.4,160.85,16.11,236.1,59.8,33.0,87.6,India,NutritionData.self.com,2022
980,PEAS (UR),Seafood,545.2,28.83,,19.1,5.18,47.75,1383.8,972.7,171.05,11.18,489.1,45.2,97.0,261.2,Nigeria,NutritionData.self.com,2022
1299,Celery,PROTEINS,580.1,36.26,53.15,60.32,8.67,40.22,766.1,706.4,7.9,18.68,474.2,58.4,62.0,105.4,USA,OpenFoodFacts,2022
3667,Cheddar Cheese,Grains,758.5,35.38,35.5,73.34,10.34,24.33,,449.3,24.28,7.69,110.1,94.5,9.0,148.9,Germany,USDA,2024.
83,Celery,Legumes,311.2,41.89,52.46,46.05,4.82,42.43,1519.1,845.0,158.38,0.16,450.2,36.4,29.0,290.1,India,Kaggle FoodDB,2021
2322,Peas (OC),Oils,648.3,26.65,77.55,0.43,19.6,8.53,539.5,948.9,88.51,11.26,144.7,46.9,106.0,239.6,Nigeria,FAO,2023
3715,White Rice,Dairy,891.3,44.47,15.15,9.3,13.89,40.01,993.7,539.6,147.32,5.59,429.4,9.5,97.0,247.1,Australia,NutritionData.self.com,2022
3986,Salmon,Nuts & Seeds,838.8,34.86,30.33,78.25,7.12,48.94,1364.9,1170.6,102.2,17.7,481.0,69.1,65.0,237.9,UK,USDA,2022
4031,Mushroom  ,Seafood,610.7,17.48,33.52,,19.15,43.6,278.7,259.9,165.06,18.48,,59.0,95.0,223.3,UK,USDA,2018
2439,Green Beans,Oils,496.4,14.05,14.52,52.66,6.04,38.69,1908.1,707.6,25.46,1.62,,96.6,74.0,104.2,Brazil,OpenFoodFacts,2022
424,Cottage Cheese (HW),Grains,455.1,20.61,26.19,85.13,10.96,0.2,1230.7,597.3,80.6,3.58,440.8,67.5,97.0,14.2,USA,Kaggle FoodDB,2024
3349,Banana,Dairy,296.2,23.45,34.46,114.77,6.32,,813.2,599.8,142.32,15.77,141.9,65.2,30.0,157.8,China,Kaggle FoodDB,2024
1905,Cucumber,Proteins,676.2,13.2,56.14,,13.91,19.89,690.3,1167.2,123.6,12.42,91.8,20.2,4.0,80.0,Brazil,Kaggle FoodDB,2023
4678,Greek Yogurt,Grains,866.0,3.53,61.2,64.47,13.74,,725.0,949.1,95.21,6.02,266.0,16.2,27.0,279.2,Australia,NutritionData.self.com,2024
3572,Cottage Cheese  ,Seafood,,19.45,2.38,39.56,11.48,44.03,20.8,66.5,100.35,3.68,184.5,23.7,12.0,59.3,Germany,Kaggle FoodDB,2021
3348,Peas,Vegetables,198.0,1.74,15.81,,4.66,54.32,1365.6,504.8,10.5,,469.2,8.7,32.0,51.9,Canada,OpenFoodFacts,2019
1566,Mango,Nuts & Seeds,392.9,17.87,21.07,109.01,12.35,48.51,304.5,686.1,162.11,3.15,,74.6,62.0,13.8,India,FAO,2020
3576,White Rice,Nuts & Seeds,346.9,3.59,62.46,84.25,18.29,,833.0,243.5,75.77,3.25,453.3,91.9,91.0,47.8,Germany,Kaggle FoodDB,2018
840,Black Beans,Nuts & Seeds,0.0,31.54,38.02,107.02,11.69,19.33,817.7,695.2,119.14,13.08,19.3,3.8,71.0,285.6,Nigeria,Kaggle FoodDB,2018
501,Tomato,Nuts & Seeds,634.4,25.99,2.98,115.27,8.66,39.02,1929.9,253.1,189.32,18.83,461.3,96.8,42.0,185.3,India,FAO,2024
142,Egg (AT),Oils,241.6,6.39,37.54,117.79,3.48,37.02,,1047.0,191.22,15.63,238.7,38.3,100.0,101.2,Canada,USDA,2024
1378,Carrot,Seafood,473.0,,37.36,57.8,14.9,50.41,84.7,442.5,126.16,8.97,142.7,70.7,6.0,234.6,Nigeria,OpenFoodFacts,2018
3941,EGG,Legumes,686.4,23.17,12.06,81.5,15.96,6.52,846.7,936.7,86.85,,66.6,80.9,65.0,249.2,Nigeria,USDA,2020
4122,Bell Pepper (YT),Fruits,482.4,23.45,29.7,3.93,12.77,,1373.0,341.8,181.22,12.57,248.1,30.9,69.0,182.5,Germany,Kaggle FoodDB,2023.
1139,Turkey Breast (IA),PROTEINS,442.9,,55.05,113.37,3.29,42.83,1090.9,427.3,76.48,6.61,267.4,98.0,77.0,116.3,Australia,FAO,2019
4403,Pineapple,Proteins,236.3,28.04,5.05,68.47,4.98,57.55,159.0,432.1,24.72,16.08,278.1,16.5,22.0,46.8,UK,OpenFoodFacts,2018
1788,Lamb,Dairy,560.3,40.27,46.31,73.57,10.78,39.7,100.0,1065.4,124.93,15.74,461.8,49.9,105.0,169.7,USA,USDA,2018.
104,Egg,Legumes,467.5,16.69,27.02,67.26,5.76,1.91,100.5,401.1,,17.34,22.7,82.4,58.0,266.5,Nigeria,NutritionData.self.com,2020
551,Tofu (FU),nuts & seeds,477.7,,34.83,58.94,11.23,15.12,917.0,480.8,33.45,1.97,89.9,57.7,10.0,285.5,USA,USDA,2020.
3306,Broccoli,fruits,328.5,,,78.55,8.52,,1264.9,574.1,15.74,12.62,147.6,17.1,69.0,103.4,Nigeria,FAO,2022
2020,Pineapple (OB),Oils,604.1,,5.67,88.08,5.44,51.76,0.8,536.0,17.55,18.53,447.4,29.3,14.0,92.4,Mexico,Kaggle FoodDB,2019
949,Beef (Lean),Oils,789.0,34.04,17.8,58.98,4.29,3.27,613.5,198.5,89.18,15.43,65.5,18.0,96.0,191.3,China,OpenFoodFacts,2020
2410,Mango,Vegetables,419.5,29.9,78.34,56.59,10.53,20.18,1564.7,165.8,78.83,9.46,312.3,53.2,46.0,153.5,USA,FAO,2022.
533,PINEAPPLE,Nuts & Seeds,897.0,34.61,76.25,,8.4,22.99,538.3,958.8,27.04,0.83,210.4,64.3,69.0,195.9,USA,Kaggle FoodDB,2023.
4664,Broccoli,Oils,749.3,2.06,42.85,45.68,18.98,49.3,526.8,1100.4,107.01,3.19,195.0,87.5,25.0,26.4,Nigeria,OpenFoodFacts,2020
1830,Quinoa,Fruits,277.7,20.31,3.37,66.0,4.92,10.81,1373.1,875.3,74.96,7.37,479.9,20.4,8.0,275.2,UK,FAO,2018
3108,Peas,Seafood,28.0,24.79,72.72,37.6,15.83,24.36,1680.2,322.7,5.0,16.41,266.2,66.5,94.0,106.6,India,OpenFoodFacts,2021
4891,Cucumber (ED),Proteins,298.2,35.88,54.75,18.61,14.4,,1167.7,1050.6,119.42,7.31,98.0,63.1,19.0,299.7,Brazil,Kaggle FoodDB,2018
4113,Avocado,oils,81.1,27.05,14.95,64.72,9.29,11.54,,943.1,103.08,16.62,373.0,34.7,17.0,166.4,Australia,FAO,2019
1603,Kale (HN),Seafood,219.5,18.36,76.0,,14.55,57.86,622.2,234.5,2.24,,,37.6,69.0,64.9,USA,USDA,2021
640,Strawberry,Seafood,352.0,2.55,21.24,90.3,1.86,8.42,99999.0,589.2,135.18,14.63,283.0,66.0,86.0,119.7,Australia,FAO,2023
4981,Green Beans,Legumes,880.0,17.76,20.73,106.8,11.49,13.39,463.8,683.1,153.45,4.27,247.9,78.3,37.0,80.0,China,Kaggle FoodDB,2022
968,Olive Oil,Nuts & Seeds,281.5,4.46,,58.51,,44.47,711.1,1129.9,109.89,5.17,,26.6,N/A,270.6,USA,NutritionData.self.com,2024
4370,Spinach,Oils,182.3,29.11,,37.16,11.6,44.68,1755.0,1030.8,45.58,13.57,211.6,45.3,86.0,172.3,Germany,NutritionData.self.com,2018
2907,CHICKEN BREAST,Proteins,876.3,,,47.38,7.07,6.39,1307.4,1106.8,27.89,1.41,118.6,60.8,49.0,134.7,China,OpenFoodFacts,2024
1684,Bread (Whole Wheat),Proteins,743.8,15.54,21.69,,0.26,39.57,754.7,540.4,33.31,1.72,450.3,14.8,105.0,199.6,Canada,NutritionData.self.com,2019
